Date,Department,Country,Revenue,Cost,Budget_Revenue,Budget_Cost,Cost_Type
2023-03-24 00:00:00,operations,FRANCE,9397.94,,8048.42,5810.95,Rent
2023-03-24 00:00:00,HR,germany ,17631.26,,16552.0,5836.88,Materials
2023-03-24 00:00:00,Marketing,FRANCE,N/A,,16725.13,6124.64,LOGISTICS
2023-03-25 00:00:00,Sales,germany ,11437.29,,9997.26,4904.01,salary
2023-03-25 00:00:00,Operations,Spain,N/A,6436.85,10448.64,6706.61,Salary
2023-03-25 00:00:00,HR,France,N/A,,15653.96,6222.64,Rent
2023-03-25 00:00:00,Marketing,FRANCE,16220.7,6738.89,17741.91,9508.85,Logistics
2023-03-26 00:00:00,Sales,Germany,,missing,10682.13,7264.77,Utilities
2023-03-26 00:00:00,Operations,FRANCE,,missing,12885.04,5827.2,Materials
2023-03-26 00:00:00,HR,Spain,,5102.9,16967.47,5856.22,Rent
2023-03-26 00:00:00,Marketing,FRANCE,15289.72,,12153.34,4968.01,Materials
2023-03-27 00:00:00,Sales,FRANCE,,11118.54,16783.73,7835.37,Rent
2023-03-27 00:00:00,Operations,France,N/A,9861.35,11557.3,8763.85,salary
2023-03-27 00:00:00,HR,Netherlands,N/A,missing,15115.79,4055.57,Utilities
2023-03-27 00:00:00,Marketing,Netherlands,N/A,,15323.87,6389.03,Salary
2023-03-28 00:00:00,Sales,Spain,N/A,missing,17505.1,6261.05,Materials
2023-03-28 00:00:00,Operations,Spain,N/A,,11645.11,6674.31,salary
2023-03-28 00:00:00,HR,Netherlands,,,15028.9,9472.88,salary
2023-03-28 00:00:00,Marketing,Netherlands,10415.68,10789.35,10443.86,5102.66,Logistics
2023-03-29 00:00:00,Sales,Spain,N/A,,14163.68,8863.9,Rent
2023-03-29 00:00:00,Operations,France,N/A,8462.19,12309.43,7746.32,LOGISTICS
2023-03-29 00:00:00,hr,FRANCE,15264.84,4096.82,13694.78,5690.54,Salary
2023-03-29 00:00:00,Marketing,Spain,,missing,8609.47,7839.43,Logistics
2023-03-30 00:00:00,Sales,Netherlands,N/A,missing,14773.97,5891.99,Salary
2023-03-30 00:00:00,Operations,Spain,18305.43,,9047.92,6237.64,LOGISTICS
2023-03-30 00:00:00,HR,FRANCE,,9585.14,17735.26,4399.39,Materials
2023-03-30 00:00:00,Marketing,Spain,9811.53,11185.02,16525.14,4086.34,Logistics
2023-03-31 00:00:00,Sales,Netherlands,,9452.33,8236.43,7836.1,Salary
2023-03-31 00:00:00,Operations,FRANCE,N/A,7147.5,11964.14,6545.71,salary
2023-03-31 00:00:00,HR,Spain,8305.28,missing,13031.19,7378.35,Salary
2023-03-31 00:00:00,Marketing,France,N/A,,10660.73,9415.95,salary
2023-04-01 00:00:00,Sales,germany ,5566.76,9922.04,16200.0,7272.42,Salary
2023-04-01 00:00:00,Operations,germany ,N/A,4895.12,12401.12,4514.34,Logistics
2023-04-01 00:00:00,HR,Spain,,6467.86,11169.39,7788.31,Rent
2023-04-01 00:00:00,Marketing,germany ,,,14013.72,6332.58,Utilities
2023-04-02 00:00:00,Sales,France,,missing,17658.42,4163.57,LOGISTICS
2023-04-02 00:00:00,Operations,France,,,11260.36,4768.7,Utilities
2023-04-02 00:00:00,HR,germany ,10620.34,,9614.37,5524.58,Materials
2023-04-02 00:00:00,Marketing,France,,,8823.39,8278.83,Materials
2023-04-03 00:00:00,Sales,Spain,N/A,,13007.42,5483.22,Logistics
2023-04-03 00:00:00,Operations,Spain,,missing,12987.95,8933.18,LOGISTICS
2023-04-03 00:00:00,HR,Netherlands,N/A,missing,8612.79,7963.53,Logistics
2023-04-03 00:00:00,Marketing,germany ,N/A,,14289.84,8943.36,Salary
2023-04-04 00:00:00,Sales,FRANCE,,,10409.97,8178.97,salary
2023-04-04 00:00:00,operations,Spain,,,11967.81,8107.22,Utilities
2023-04-04 00:00:00,HR,FRANCE,N/A,8859.9,13815.39,5115.34,Utilities
2023-04-04 00:00:00,Marketing,Germany,,2111.57,15885.22,8230.4,salary
2023-04-05 00:00:00,Sales,Germany,,missing,14370.34,7608.6,Utilities
2023-04-05 00:00:00,Operations,Netherlands,15398.62,missing,14257.28,5527.21,Salary
2023-04-05 00:00:00,HR,germany ,N/A,10605.35,14948.74,6769.3,Rent
2023-04-05 00:00:00,Marketing,FRANCE,N/A,missing,11227.55,5439.19,Salary
2023-04-06 00:00:00,Sales,FRANCE,,3208.91,8043.19,9271.05,salary
2023-04-06 00:00:00,Operations,Netherlands,8789.21,,12884.15,4870.24,Rent
2023-04-06 00:00:00,HR,FRANCE,,3967.24,8253.76,8457.97,salary
2023-04-06 00:00:00,Marketing,Netherlands,12099.74,9012.87,11215.13,5320.76,salary
2023-04-07 00:00:00,Sales,Spain,,missing,16668.26,9000.57,Materials
2023-04-07 00:00:00,Operations,Spain,,,10916.52,7201.86,salary
2023-04-07 00:00:00,HR,France,N/A,2203.83,12612.7,9467.81,salary
2023-04-07 00:00:00,Marketing,germany ,,,10323.96,9331.29,Logistics
2023-04-08 00:00:00,Sales,FRANCE,N/A,missing,11204.9,9361.74,Materials
2023-04-08 00:00:00,Operations,FRANCE,N/A,,10361.91,4666.36,Utilities
2023-04-08 00:00:00,HR,France,,missing,8694.39,9519.04,Logistics
2023-04-08 00:00:00,Marketing,germany ,,missing,17317.91,6709.35,Logistics
2023-04-09 00:00:00,Sales,FRANCE,,,13475.1,6310.68,salary
2023-04-09 00:00:00,Operations,FRANCE,,7153.78,15450.32,5460.14,Salary
2023-04-09 00:00:00,HR,Spain,,missing,17419.97,9817.24,salary
2023-04-09 00:00:00,Marketing,Netherlands,N/A,,16280.8,4811.71,Logistics
2023-04-10 00:00:00,Sales,FRANCE,13613.76,3249.28,15326.36,9659.05,Salary
2023-04-10 00:00:00,Operations,Spain,N/A,,13073.27,7701.14,Salary
2023-04-10 00:00:00,HR,germany ,17126.89,missing,14372.56,8824.36,LOGISTICS
2023-04-10 00:00:00,Marketing,Spain,,3516.77,9133.27,8440.08,Logistics
2023-04-11 00:00:00,Sales,Germany,5452.61,,8461.69,9786.24,salary
2023-04-11 00:00:00,Operations,germany ,9825.36,missing,8652.96,7576.99,Materials
2023-04-11 00:00:00,HR,Netherlands,9725.45,,17181.15,8757.78,LOGISTICS
2023-04-11 00:00:00,Marketing,germany ,14702.01,missing,13631.85,8498.18,LOGISTICS
2023-04-12 00:00:00,sales,FRANCE,N/A,missing,15818.81,6692.73,Salary
2023-04-12 00:00:00,Operations,germany ,,10475.99,16831.97,5231.92,Utilities
2023-04-12 00:00:00,HR,germany ,,missing,11354.95,9745.64,Salary
2023-04-12 00:00:00,Marketing,Spain,N/A,missing,16429.97,6099.76,Rent
2023-04-13 00:00:00,Sales,germany ,N/A,8800.94,16162.44,8945.68,Salary
2023-04-13 00:00:00,Operations,germany ,,11218.0,17487.13,8399.11,Logistics
2023-04-13 00:00:00,HR,Germany,,,17009.82,4281.5,salary
2023-04-13 00:00:00,Marketing,Spain,,missing,9123.18,4524.73,salary
2023-04-14 00:00:00,Sales,Spain,,9573.23,10258.41,8568.86,Logistics
2023-04-14 00:00:00,Operations,Germany,N/A,,14505.14,8302.95,salary
2023-04-14 00:00:00,HR,germany ,N/A,missing,17820.79,8729.27,Utilities
2023-04-14 00:00:00,Marketing,Netherlands,,,14401.73,9393.19,LOGISTICS
2023-04-15 00:00:00,Sales,FRANCE,N/A,,17032.9,8340.34,LOGISTICS
2023-04-15 00:00:00,Operations,FRANCE,,missing,11470.48,9823.5,Logistics
2023-04-15 00:00:00,HR,germany ,6468.6,,14135.02,4681.47,salary
2023-04-15 00:00:00,Marketing,France,N/A,,12459.99,7569.22,salary
2023-04-16 00:00:00,Sales,Netherlands,16433.37,,11942.45,5463.84,Logistics
2023-04-16 00:00:00,Operations,FRANCE,15076.47,,8928.06,6563.05,Materials
2023-04-16 00:00:00,HR,FRANCE,N/A,missing,13752.28,5155.93,LOGISTICS
2023-04-16 00:00:00,Marketing,FRANCE,15997.57,11389.88,10907.03,5389.31,salary
2023-04-17 00:00:00,Sales,germany ,N/A,,15886.4,6615.84,Logistics
2023-04-17 00:00:00,Operations,Germany,N/A,,14237.25,9327.56,LOGISTICS
01-13-2023,HR,FRANCE,15379.15,,12066.38,4024.53,Rent
2023-04-17 00:00:00,Marketing,France,,,17545.56,5142.0,salary
2023-04-18 00:00:00,Sales,France,17882.06,missing,17186.82,6574.79,Materials
2023-04-18 00:00:00,Operations,Netherlands,,missing,12151.89,7340.04,Rent
2023-04-18 00:00:00,HR,Spain,,,13368.75,8063.3,salary
2023-04-18 00:00:00,Marketing,FRANCE,N/A,5452.04,17424.77,4696.75,Materials
2023-04-19 00:00:00,Sales,France,,,10848.94,5950.24,Salary
2023-04-19 00:00:00,Operations,germany ,9779.01,7642.7,17755.05,4971.28,Salary
2023-04-19 00:00:00,hr,Germany,,missing,9720.69,5944.78,salary
2023-04-19 00:00:00,Marketing,France,13140.96,2203.56,11228.95,8105.85,Salary
2023-04-20 00:00:00,Sales,Germany,,,8821.72,6509.67,Logistics
2023-04-20 00:00:00,Operations,FRANCE,12974.6,11070.68,9226.7,6697.54,LOGISTICS
2023-04-20 00:00:00,HR,FRANCE,N/A,,12546.52,9935.33,Salary
2023-04-20 00:00:00,Marketing,Spain,19372.01,missing,9747.97,6882.16,Rent
2023-04-21 00:00:00,Sales,FRANCE,6331.32,,9722.35,5453.38,salary
01-13-2023,Operations,Spain,,missing,17069.3,6561.52,Materials
2023-04-21 00:00:00,HR,germany ,18108.64,,14740.83,8085.68,Utilities
2023-04-21 00:00:00,Marketing,germany ,12220.55,missing,10522.31,8483.66,LOGISTICS
2023-04-22 00:00:00,Sales,France,12961.7,,11801.38,5649.28,Materials
2023-04-22 00:00:00,Operations,France,N/A,missing,10183.14,7659.68,Rent
2023-04-22 00:00:00,HR,Netherlands,N/A,missing,8182.96,6193.1,salary
2023-04-22 00:00:00,Marketing,France,,missing,9125.29,7356.91,LOGISTICS
2023-04-23 00:00:00,Sales,Netherlands,N/A,missing,15791.51,7972.86,LOGISTICS
2023-04-23 00:00:00,Operations,Netherlands,N/A,missing,13040.91,7371.61,Salary
2023-04-23 00:00:00,hr,Germany,5830.81,,10776.42,8250.21,Utilities
2023-04-23 00:00:00,Marketing,France,5024.94,,11559.07,5934.71,Materials
2023-04-24 00:00:00,Sales,Germany,,,13786.5,5346.84,Rent
2023-04-24 00:00:00,Operations,Spain,N/A,missing,13368.29,4395.21,LOGISTICS
2023-04-24 00:00:00,HR,Netherlands,,missing,15520.73,9302.18,Utilities
2023-04-24 00:00:00,marketing,FRANCE,N/A,missing,13603.92,6808.48,Salary
2023-04-25 00:00:00,Sales,Germany,,7892.17,16358.53,9264.42,salary
2023-04-25 00:00:00,Operations,Spain,19042.42,10640.57,17265.08,9511.97,Utilities
2023-04-25 00:00:00,HR,Spain,N/A,missing,17038.94,5185.26,Salary
2023-04-25 00:00:00,Marketing,Germany,,missing,17865.97,6938.69,Salary
2023-04-26 00:00:00,Sales,Netherlands,N/A,,12209.5,7574.5,Logistics
2023-04-26 00:00:00,Operations,Spain,,9228.03,16323.09,7459.81,Utilities
2023-04-26 00:00:00,HR,France,16113.14,missing,17498.83,8153.58,Materials
2023-04-26 00:00:00,Marketing,Spain,N/A,2440.07,12544.18,9920.67,Utilities
2023-04-27 00:00:00,Sales,FRANCE,N/A,missing,11958.23,6306.04,Utilities
2023-04-27 00:00:00,Operations,Netherlands,,4696.2,17226.22,6408.85,salary
2023-04-27 00:00:00,HR,Netherlands,N/A,5513.45,14591.88,9338.13,Rent
2023-04-27 00:00:00,Marketing,Spain,N/A,missing,16978.6,8817.73,Rent
2023-04-28 00:00:00,Sales,Germany,N/A,,11309.12,7440.3,salary
2023-04-28 00:00:00,Operations,Netherlands,,11634.87,12409.36,8434.96,salary
2023-04-28 00:00:00,HR,France,N/A,4642.91,17784.82,7813.5,Materials
2023-04-28 00:00:00,Marketing,Spain,N/A,missing,13164.96,7030.86,Logistics
2023-04-29 00:00:00,Sales,FRANCE,8255.0,missing,15269.6,8226.16,Utilities
2023-04-29 00:00:00,Operations,FRANCE,,missing,13972.72,9823.86,Salary
2023-04-29 00:00:00,hr,France,7345.94,missing,15491.81,8686.98,salary
2023-04-29 00:00:00,Marketing,Netherlands,15702.2,missing,11604.39,9200.82,Utilities
2023-04-30 00:00:00,Sales,France,,missing,11180.83,4808.21,Utilities
2023-04-30 00:00:00,Operations,FRANCE,N/A,missing,8440.72,4627.11,Logistics
2023-04-30 00:00:00,HR,Spain,N/A,,9792.43,7027.28,LOGISTICS
2023-04-30 00:00:00,Marketing,Germany,6916.01,missing,12815.46,8298.11,LOGISTICS
2023-05-01 00:00:00,Sales,germany ,,missing,13569.52,9277.34,Rent
2023-05-01 00:00:00,Operations,germany ,N/A,missing,14154.6,7742.89,salary
2023-05-01 00:00:00,HR,FRANCE,9021.94,,8892.64,6348.93,Materials
2023-05-01 00:00:00,Marketing,germany ,,7602.92,10122.0,4500.6,Utilities
2023-05-02 00:00:00,Sales,Germany,,3465.21,16576.22,7487.54,Logistics
01-13-2023,Operations,Germany,,2274.98,9478.52,5112.42,Rent
2023-05-02 00:00:00,HR,germany ,N/A,,17031.83,5961.67,Salary
2023-05-02 00:00:00,Marketing,Germany,,8339.24,11590.36,4904.27,Logistics
2023-05-03 00:00:00,Sales,Netherlands,N/A,missing,16748.59,7773.57,Salary
2023-05-03 00:00:00,Operations,Netherlands,19443.47,7237.23,9248.71,5244.15,Utilities
2023-05-03 00:00:00,HR,Spain,,missing,11432.31,6403.13,LOGISTICS
2023-05-03 00:00:00,Marketing,Netherlands,10011.25,,12320.21,4320.54,Salary
2023-05-04 00:00:00,Sales,germany ,,,12298.28,6245.58,Logistics
2023-05-04 00:00:00,Operations,FRANCE,N/A,missing,15965.52,6379.81,Rent
2023-05-04 00:00:00,hr,FRANCE,8058.78,8529.34,14999.94,9850.93,Materials
2023-05-04 00:00:00,marketing,FRANCE,N/A,missing,17855.07,9443.01,Rent
2023-05-05 00:00:00,Sales,France,9643.28,,12300.48,8004.2,Logistics
2023-05-05 00:00:00,Operations,Netherlands,,,16902.28,4602.35,Logistics
2023-05-05 00:00:00,HR,France,,,12569.16,6535.17,Logistics
2023-05-05 00:00:00,Marketing,Spain,N/A,missing,13632.88,8701.79,Rent
2023-05-06 00:00:00,Sales,Netherlands,,5517.11,12707.0,8109.8,Logistics
2023-05-06 00:00:00,Operations,France,N/A,missing,12294.38,8008.08,salary
2023-05-06 00:00:00,HR,FRANCE,5583.44,2399.77,10920.85,5114.86,Rent
2023-05-06 00:00:00,Marketing,Netherlands,N/A,,15714.41,9523.06,Salary
2023-05-07 00:00:00,Sales,Netherlands,6187.96,missing,15187.7,8181.66,Rent
2023-05-07 00:00:00,Operations,France,N/A,,12667.61,5189.68,Rent
2023-05-07 00:00:00,HR,France,N/A,,14031.69,5183.42,Materials
2023-05-07 00:00:00,Marketing,Spain,,10986.48,8578.49,6499.71,Rent
2023-05-08 00:00:00,Sales,FRANCE,,missing,12578.55,8985.74,Rent
2023-05-08 00:00:00,Operations,FRANCE,13954.76,2961.58,12544.28,7157.8,Logistics
2023-05-08 00:00:00,HR,Germany,15047.22,,16883.85,5834.32,Utilities
2023-05-08 00:00:00,Marketing,Germany,,missing,12322.78,7622.24,Materials
2023-05-09 00:00:00,Sales,France,,,11918.65,9330.01,Utilities
2023-05-09 00:00:00,Operations,germany ,N/A,missing,17721.89,4013.64,Rent
2023-05-09 00:00:00,hr,Germany,15281.53,missing,9121.92,4546.69,salary
2023-05-09 00:00:00,Marketing,germany ,,3960.13,8807.85,6511.3,Rent
2023-05-10 00:00:00,sales,Germany,,,9094.4,6175.02,Utilities
2023-05-10 00:00:00,operations,FRANCE,N/A,3178.28,9696.54,4387.43,Utilities
2023-05-10 00:00:00,HR,Spain,16982.31,,14434.95,4722.79,salary
2023-05-10 00:00:00,Marketing,Netherlands,11770.35,4862.61,11486.55,9593.69,Materials
2023-05-11 00:00:00,Sales,FRANCE,N/A,5487.92,16586.39,7073.33,Materials
2023-05-11 00:00:00,Operations,FRANCE,,missing,17251.73,4531.49,Salary
2023-05-11 00:00:00,HR,France,N/A,,10617.7,6626.75,Salary
2023-05-11 00:00:00,Marketing,Germany,16146.64,,15993.06,7668.57,Rent
2023-05-12 00:00:00,Sales,germany ,,7706.27,16273.16,6790.4,Utilities
2023-05-12 00:00:00,Operations,FRANCE,14376.98,11394.99,17227.25,8341.0,Utilities
2023-05-12 00:00:00,HR,Spain,N/A,9797.75,15620.58,9250.55,Utilities
2023-05-12 00:00:00,marketing,France,N/A,2186.86,17395.44,5849.16,Salary
2023-05-13 00:00:00,Sales,germany ,,,17003.31,4682.65,Salary
2023-05-13 00:00:00,Operations,Germany,18458.78,,17463.9,4683.75,Salary
2023-05-13 00:00:00,HR,FRANCE,,missing,15416.06,7493.31,LOGISTICS
2023-05-13 00:00:00,Marketing,Germany,,6978.67,14412.6,9471.57,Materials
2023-05-14 00:00:00,Sales,Netherlands,11589.99,7433.48,16668.14,4063.1,Materials
2023-05-14 00:00:00,Operations,Spain,8476.28,,12095.8,7819.23,salary
2023-05-14 00:00:00,HR,germany ,5244.29,6880.93,12253.96,5796.54,Utilities
2023-05-14 00:00:00,Marketing,germany ,,missing,9373.53,4276.42,salary
2023-05-15 00:00:00,Sales,germany ,,missing,15964.61,7035.68,Rent
2023-05-15 00:00:00,Operations,France,N/A,missing,17369.84,8471.65,salary
2023-05-15 00:00:00,hr,germany ,15032.08,5260.12,11235.89,9546.74,LOGISTICS
2023-05-15 00:00:00,Marketing,Germany,,missing,17449.76,5757.64,salary
2023-05-16 00:00:00,Sales,FRANCE,N/A,11901.44,14236.45,5929.31,Utilities
2023-05-16 00:00:00,Operations,germany ,19529.53,,10019.06,5264.67,Utilities
01-13-2023,HR,Netherlands,18189.1,,13381.76,5462.48,Salary
2023-05-16 00:00:00,Marketing,Germany,N/A,8556.33,13099.51,5663.35,salary
2023-05-17 00:00:00,Sales,Netherlands,,6957.21,9421.9,4356.3,Rent
2023-05-17 00:00:00,Operations,Netherlands,,2978.27,9782.73,4769.45,Rent
2023-05-17 00:00:00,HR,Netherlands,,,15117.72,7434.02,Salary
2023-05-17 00:00:00,Marketing,germany ,8362.51,missing,15181.27,7267.26,salary
2023-05-18 00:00:00,Sales,FRANCE,N/A,6869.36,15297.93,9000.16,Utilities
2023-05-18 00:00:00,Operations,France,,missing,12421.59,8221.19,salary
2023-05-18 00:00:00,hr,germany ,12924.52,6646.41,9732.03,8870.35,Logistics
01-13-2023,Marketing,Germany,,6242.46,12710.32,5580.03,Materials
2023-05-19 00:00:00,Sales,Spain,13006.56,,15647.26,4639.56,Materials
2023-05-19 00:00:00,Operations,France,N/A,10759.81,10776.35,9494.69,Logistics
2023-05-19 00:00:00,HR,Germany,N/A,missing,15632.89,4988.85,salary
2023-05-19 00:00:00,Marketing,Germany,9646.93,,10554.51,9101.08,salary
2023-05-20 00:00:00,Sales,Netherlands,19485.93,,16414.63,6055.42,LOGISTICS
2023-05-20 00:00:00,Operations,Spain,N/A,4936.33,16207.68,4991.89,Salary
2023-05-20 00:00:00,HR,Netherlands,N/A,,14253.2,6242.32,LOGISTICS
2023-05-20 00:00:00,Marketing,germany ,6066.7,,16154.58,5212.47,Salary
2023-05-21 00:00:00,Sales,Germany,N/A,,9422.54,7767.51,Rent
01-13-2023,Operations,Spain,N/A,,8417.3,5543.49,Logistics
2023-05-21 00:00:00,HR,Spain,14023.79,,8128.26,7043.8,salary
2023-05-21 00:00:00,Marketing,Germany,,,12489.71,9443.78,LOGISTICS
2023-05-22 00:00:00,Sales,France,10528.29,missing,8473.17,4827.27,Logistics
2023-05-22 00:00:00,Operations,germany ,7598.7,,16564.91,5883.29,Logistics
2023-05-22 00:00:00,HR,FRANCE,N/A,6960.77,14268.83,9358.47,Salary
2023-05-22 00:00:00,Marketing,FRANCE,N/A,2612.63,14310.43,7023.0,Rent
2023-05-23 00:00:00,Sales,FRANCE,,,14294.41,7771.52,Logistics
2023-05-23 00:00:00,Operations,germany ,N/A,11980.27,15830.49,4310.06,Salary
2023-05-23 00:00:00,HR,FRANCE,,missing,13590.95,5636.26,Logistics
01-13-2023,Marketing,France,13256.44,,9236.32,6531.3,Salary
2023-05-24 00:00:00,Sales,germany ,,,16355.02,8016.83,Logistics
2023-05-24 00:00:00,Operations,France,,,16100.1,8958.27,Materials
2023-05-24 00:00:00,HR,Netherlands,N/A,missing,13933.23,6349.44,Rent
2023-05-24 00:00:00,Marketing,germany ,,,8085.67,6314.85,Rent
2023-05-25 00:00:00,Sales,Spain,10206.82,2587.43,16757.09,9208.73,Logistics
2023-05-25 00:00:00,Operations,Netherlands,12350.4,,8001.65,9133.89,Logistics
2023-05-25 00:00:00,HR,France,N/A,,9628.13,5197.45,Logistics
2023-05-25 00:00:00,Marketing,France,16901.63,missing,12639.76,8220.45,Materials
2023-05-26 00:00:00,Sales,France,19404.8,2368.1,16731.22,7245.31,Salary
2023-05-26 00:00:00,Operations,Spain,N/A,5595.13,11911.23,7801.41,Rent
2023-05-26 00:00:00,HR,germany ,11393.52,5163.04,17273.42,4716.31,LOGISTICS
2023-05-26 00:00:00,Marketing,Germany,N/A,5296.86,10806.34,8287.87,Rent
2023-05-27 00:00:00,Sales,Netherlands,12685.58,,12265.75,4223.48,salary
2023-05-27 00:00:00,Operations,Germany,N/A,6846.29,8175.49,9403.92,Salary
2023-05-27 00:00:00,HR,FRANCE,17192.88,5914.52,9926.98,6570.03,Logistics
2023-05-27 00:00:00,Marketing,France,,,9997.91,5174.23,Materials
2023-05-28 00:00:00,Sales,Germany,15273.95,,10973.36,6093.59,Materials
2023-05-28 00:00:00,Operations,Germany,N/A,,16780.74,9675.5,Utilities
2023-05-28 00:00:00,HR,FRANCE,,missing,8880.73,8681.54,salary
2023-05-28 00:00:00,Marketing,FRANCE,19826.3,,8988.42,7133.08,Logistics
2023-05-29 00:00:00,Sales,Spain,N/A,6839.24,14840.81,6627.37,Logistics
2023-05-29 00:00:00,Operations,Netherlands,10995.6,9853.28,10781.65,4093.22,Rent
2023-05-29 00:00:00,HR,Netherlands,N/A,2595.21,17561.8,5940.26,Utilities
2023-05-29 00:00:00,Marketing,Germany,,missing,15461.24,5934.01,salary
2023-05-30 00:00:00,Sales,Germany,7362.25,3454.16,8065.2,8899.1,Utilities
2023-05-30 00:00:00,Operations,Netherlands,,missing,11592.47,4743.77,Materials
2023-05-30 00:00:00,HR,Germany,8855.63,missing,11030.7,9735.93,Salary
2023-05-30 00:00:00,Marketing,Germany,6917.89,9983.68,8814.16,6727.16,Logistics
2023-05-31 00:00:00,Sales,France,,6553.47,10443.05,4487.79,salary
2023-05-31 00:00:00,Operations,germany ,18260.46,missing,8315.56,9400.56,Salary
2023-05-31 00:00:00,HR,germany ,,missing,13564.68,6090.48,salary
2023-05-31 00:00:00,Marketing,Netherlands,,6129.97,17619.56,4745.02,salary
2023-06-01 00:00:00,Sales,Germany,11941.49,9415.62,13906.67,4018.93,Materials
2023-06-01 00:00:00,Operations,Spain,,6305.24,13688.68,6754.83,Salary
2023-06-01 00:00:00,HR,Spain,12255.47,,8893.36,8936.86,Utilities
2023-06-01 00:00:00,Marketing,FRANCE,7836.47,9081.34,12927.18,8642.04,Logistics
2023-06-02 00:00:00,Sales,Netherlands,,,13642.18,9741.76,Salary
2023-06-02 00:00:00,Operations,France,13780.1,missing,15345.34,8179.16,Utilities
2023-06-02 00:00:00,HR,Netherlands,13473.04,missing,15092.97,8865.6,LOGISTICS
2023-06-02 00:00:00,Marketing,Netherlands,,missing,10908.62,7395.41,Materials
2023-06-03 00:00:00,Sales,FRANCE,16828.04,,10011.48,6195.5,salary
2023-06-03 00:00:00,Operations,germany ,,10035.67,8713.19,4465.66,salary
2023-06-03 00:00:00,HR,Netherlands,5736.16,7510.74,16952.35,5365.87,Salary
2023-06-03 00:00:00,Marketing,Germany,,missing,12465.84,5709.81,Materials
2023-06-04 00:00:00,Sales,France,N/A,,17541.48,7716.65,Materials
2023-06-04 00:00:00,Operations,Spain,10727.86,,10336.71,4629.93,Rent
2023-06-04 00:00:00,HR,Germany,N/A,,13100.25,6194.8,Utilities
2023-06-04 00:00:00,Marketing,Spain,N/A,missing,12850.1,4690.09,salary
2023-06-05 00:00:00,Sales,germany ,,missing,16962.46,9090.08,Utilities
2023-06-05 00:00:00,Operations,germany ,N/A,,13567.51,4514.39,Logistics
2023-06-05 00:00:00,HR,Spain,,missing,17005.91,5956.37,Materials
2023-06-05 00:00:00,Marketing,Spain,15463.36,missing,8859.52,4283.7,Utilities
2023-06-06 00:00:00,Sales,germany ,N/A,,12061.47,4007.0,Logistics
2023-06-06 00:00:00,Operations,Germany,7754.57,,17510.24,9155.73,Salary
2023-06-06 00:00:00,HR,germany ,N/A,9566.97,12746.42,5079.01,Utilities
2023-06-06 00:00:00,Marketing,FRANCE,12927.89,,10787.45,4766.14,Salary
2023-06-07 00:00:00,Sales,Netherlands,,10899.71,8194.06,9489.52,Materials
2023-06-07 00:00:00,Operations,germany ,14322.3,missing,8762.06,9719.43,salary
2023-06-07 00:00:00,HR,germany ,N/A,missing,17788.35,4679.95,salary
2023-06-07 00:00:00,Marketing,germany ,,,11987.65,7399.6,LOGISTICS
2023-06-08 00:00:00,Sales,Spain,N/A,,15686.79,8107.19,Salary
2023-06-08 00:00:00,Operations,germany ,,,16890.91,4963.32,Rent
2023-06-08 00:00:00,HR,Spain,14740.17,3393.86,15241.0,9465.86,Materials
2023-06-08 00:00:00,Marketing,France,N/A,,17677.51,8764.84,Rent
2023-06-09 00:00:00,Sales,Spain,14429.52,missing,14021.02,4993.18,Rent
2023-06-09 00:00:00,Operations,FRANCE,,missing,13206.7,7086.91,LOGISTICS
01-13-2023,HR,Spain,19659.55,,13573.8,8744.92,Utilities
2023-06-09 00:00:00,Marketing,France,N/A,7634.18,11504.05,4816.73,Salary
2023-06-10 00:00:00,Sales,FRANCE,,,9675.32,8754.01,Materials
2023-06-10 00:00:00,Operations,Spain,,4871.06,16995.32,5107.17,LOGISTICS
2023-06-10 00:00:00,HR,germany ,,6564.0,9060.95,8494.72,Utilities
2023-06-10 00:00:00,Marketing,Spain,18608.82,,8680.56,4453.22,Materials
2023-06-11 00:00:00,Sales,Netherlands,N/A,8680.97,8282.01,8366.51,Rent
2023-06-11 00:00:00,Operations,FRANCE,8166.51,11457.82,12351.67,9243.89,salary
2023-06-11 00:00:00,HR,germany ,N/A,9225.28,16191.51,8571.16,salary
2023-06-11 00:00:00,Marketing,FRANCE,,missing,17910.95,9597.1,salary
2023-06-12 00:00:00,Sales,France,,,15483.44,5004.78,Rent
2023-06-12 00:00:00,Operations,germany ,,missing,13279.2,4860.41,Utilities
2023-06-12 00:00:00,HR,France,N/A,missing,10113.89,9415.36,Salary
2023-06-12 00:00:00,Marketing,germany ,,8320.7,17929.28,7971.47,Materials
2023-06-13 00:00:00,Sales,FRANCE,,3981.65,9466.08,6095.2,Utilities
2023-06-13 00:00:00,Operations,FRANCE,,,10343.51,5412.38,Utilities
2023-06-13 00:00:00,HR,Spain,14631.29,11582.25,15468.81,4444.43,Materials
2023-06-13 00:00:00,Marketing,germany ,N/A,7964.68,9031.53,8108.74,Salary
2023-06-14 00:00:00,Sales,germany ,18753.55,,17749.4,6224.77,Utilities
2023-06-14 00:00:00,Operations,France,,missing,12345.04,8072.19,Salary
2023-06-14 00:00:00,HR,FRANCE,,,16141.9,5577.02,Materials
2023-06-14 00:00:00,Marketing,Spain,,missing,11911.93,9103.91,LOGISTICS
2023-06-15 00:00:00,sales,germany ,N/A,missing,8283.88,8690.42,Materials
01-13-2023,Operations,FRANCE,N/A,4862.06,10062.7,8187.34,Salary
